2025-05-01 12:21:21,MS-Seq,4096,,188368,1,12,32768,262144,12582912,64,,1
2025-05-01 12:21:21,MS-Par,4096,,189385,0.9946299865353645,12,32768,262144,12582912,64,,1
2025-05-01 12:21:21,MS-PMerge,4096,,172626,1.091191361672054,12,32768,262144,12582912,64,,1
2025-05-01 12:21:21,MS-CacheAware,4096,,172157,1.0941640479329915,12,32768,262144,12582912,64,,1
2025-05-01 12:21:23,MS-Seq,8192,,444734,1,12,32768,262144,12582912,64,,1
2025-05-01 12:21:23,MS-Par,8192,,307775,1.4449971570140525,12,32768,262144,12582912,64,,1
2025-05-01 12:21:23,MS-PMerge,8192,,284897,1.5610343387259256,12,32768,262144,12582912,64,,1
2025-05-01 12:21:24,MS-CacheAware,8192,,444015,1.001619314662793,12,32768,262144,12582912,64,,1
2025-05-01 12:21:28,MS-Seq,12288,,720630,1,12,32768,262144,12582912,64,,1
2025-05-01 12:21:28,MS-Par,12288,,461122,1.5627751441050308,12,32768,262144,12582912,64,,1
2025-05-01 12:21:28,MS-PMerge,12288,,374782,1.9227977864465209,12,32768,262144,12582912,64,,1
2025-05-01 12:21:29,MS-CacheAware,12288,,1076533,0.6693988944138266,12,32768,262144,12582912,64,,1
2025-05-01 12:21:37,MS-Seq,16384,,940786,1,12,32768,262144,12582912,64,,1
2025-05-01 12:21:37,MS-Par,16384,,479916,1.9603138882637794,12,32768,262144,12582912,64,,1
2025-05-01 12:21:37,MS-PMerge,16384,,488438,1.926111400013922,12,32768,262144,12582912,64,,1
2025-05-01 12:21:37,MS-CacheAware,16384,,1398649,0.6726390967283429,12,32768,262144,12582912,64,,1
2025-05-01 12:21:56,MS-Seq,24576,,1574582,1,12,32768,262144,12582912,64,,1
2025-05-01 12:21:56,MS-Par,24576,,708878,2.2212312979102187,12,32768,262144,12582912,64,,1
2025-05-01 12:21:56,MS-PMerge,24576,,808774,1.946875146827173,12,32768,262144,12582912,64,,1
2025-05-01 12:21:56,MS-CacheAware,24576,,2118020,0.7434216862919142,12,32768,262144,12582912,64,,1
2025-05-01 12:22:34,MS-Seq,32768,,2159202,1,12,32768,262144,12582912,64,,1
2025-05-01 12:22:34,MS-Par,32768,,926027,2.3316836334145763,12,32768,262144,12582912,64,,1
2025-05-01 12:22:34,MS-PMerge,32768,,2707381,0.7975242494499296,12,32768,262144,12582912,64,,1
2025-05-01 12:22:34,MS-CacheAware,32768,,2760732,0.7821121354771126,12,32768,262144,12582912,64,,1
2025-05-01 12:24:12,MS-Seq,49152,,5632598,1,12,32768,262144,12582912,64,,1
2025-05-01 12:24:12,MS-Par,49152,,3026639,1.8610075400468968,12,32768,262144,12582912,64,,1
2025-05-01 12:24:12,MS-PMerge,49152,,4293454,1.3119036561239505,12,32768,262144,12582912,64,,1
2025-05-01 12:24:12,MS-CacheAware,49152,,4677449,1.2042029747411462,12,32768,262144,12582912,64,,1
