2025-05-01 19:06:44,MM-Simple,128,128,2127000,1,32,32768,1048576,33554432,64,,1
2025-05-01 19:06:44,MM-DivideConquer,128,128,2709400,0.7850446593341699,32,32768,1048576,33554432,64,,1
2025-05-01 19:06:44,MM-DivideConquer-Par8,128,128,1020500,2.0842724154826064,32,32768,1048576,33554432,64,,1
2025-05-01 19:06:44,MM-DivideConquer-Par4,128,128,505900,4.204388219015616,32,32768,1048576,33554432,64,,1
2025-05-01 19:06:44,MM-CacheAware,128,128,2055300,1.0348854181871259,32,32768,1048576,33554432,64,1MB,1
2025-05-01 19:06:44,MM-Simple,256,256,17939200,1,32,32768,1048576,33554432,64,,1
2025-05-01 19:06:44,MM-DivideConquer,256,256,18286400,0.9810132120045498,32,32768,1048576,33554432,64,,1
2025-05-01 19:06:44,MM-DivideConquer-Par8,256,256,3579600,5.011509665884456,32,32768,1048576,33554432,64,,1
2025-05-01 19:06:44,MM-DivideConquer-Par4,256,256,2020200,8.87991287991288,32,32768,1048576,33554432,64,,1
2025-05-01 19:06:44,MM-CacheAware,256,256,18172200,0.9871782172769396,32,32768,1048576,33554432,64,1MB,1
2025-05-01 19:06:45,MM-Simple,512,512,294580100,1,32,32768,1048576,33554432,64,,1
2025-05-01 19:06:46,MM-DivideConquer,512,512,273266800,1.0779944728009403,32,32768,1048576,33554432,64,,1
2025-05-01 19:06:46,MM-DivideConquer-Par8,512,512,17234900,17.092068999530024,32,32768,1048576,33554432,64,,1
2025-05-01 19:06:47,MM-DivideConquer-Par4,512,512,18780200,15.685674273969394,32,32768,1048576,33554432,64,,1
2025-05-01 19:06:47,MM-CacheAware,512,512,135015400,2.1818259250426246,32,32768,1048576,33554432,64,1MB,1
2025-05-01 19:06:55,MM-Simple,1024,1024,3089208500,1,32,32768,1048576,33554432,64,,1
2025-05-01 19:07:02,MM-DivideConquer,1024,1024,2174956600,1.4203540889045787,32,32768,1048576,33554432,64,,1
2025-05-01 19:07:04,MM-DivideConquer-Par8,1024,1024,100366900,30.779156275624732,32,32768,1048576,33554432,64,,1
2025-05-01 19:07:06,MM-DivideConquer-Par4,1024,1024,104546200,29.548740174200496,32,32768,1048576,33554432,64,,1
2025-05-01 19:07:11,MM-CacheAware,1024,1024,1073671000,2.877239396425907,32,32768,1048576,33554432,64,1MB,1
2025-05-01 19:08:40,MM-Simple,2048,2048,32493910700,1,32,32768,1048576,33554432,64,,1
2025-05-01 19:09:42,MM-DivideConquer,2048,2048,17784197700,1.8271226651961927,32,32768,1048576,33554432,64,,1
2025-05-01 19:10:11,MM-DivideConquer-Par8,2048,2048,806526800,40.28869307256746,32,32768,1048576,33554432,64,,1
2025-05-01 19:10:38,MM-DivideConquer-Par4,2048,2048,714909500,45.451781938832816,32,32768,1048576,33554432,64,,1
2025-05-01 19:11:23,MM-CacheAware,2048,2048,8972542700,3.6214829827446793,32,32768,1048576,33554432,64,1MB,1
2025-05-01 19:11:23,MM-Simple,128,128,1018000,1,32,32768,1048576,33554432,64,,1
2025-05-01 19:11:23,MM-DivideConquer,128,128,2533200,0.40186325596084005,32,32768,1048576,33554432,64,,1
2025-05-01 19:11:23,MM-DivideConquer-Par8,128,128,506200,2.01106282101936,32,32768,1048576,33554432,64,,1
2025-05-01 19:11:23,MM-DivideConquer-Par4,128,128,510400,1.994514106583072,32,32768,1048576,33554432,64,,1
2025-05-01 19:11:23,MM-CacheAware,128,128,2585600,0.3937190594059406,32,32768,1048576,33554432,64,1MB,1
2025-05-01 19:11:23,MM-Simple,256,256,19705400,1,32,32768,1048576,33554432,64,,1
2025-05-01 19:11:23,MM-DivideConquer,256,256,20312900,0.9700928966321894,32,32768,1048576,33554432,64,,1
2025-05-01 19:11:23,MM-DivideConquer-Par8,256,256,1519400,12.969198367776753,32,32768,1048576,33554432,64,,1
2025-05-01 19:11:23,MM-DivideConquer-Par4,256,256,2530800,7.786233602023076,32,32768,1048576,33554432,64,,1
2025-05-01 19:11:23,MM-CacheAware,256,256,17285900,1.1399695705748616,32,32768,1048576,33554432,64,1MB,1
2025-05-01 19:11:24,MM-Simple,512,512,307721600,1,32,32768,1048576,33554432,64,,1
