Date,Algorithm,ArraySizeA,ArraySizeB,AvgTime,Speedup,MaxCPUs,L1CacheSize,L2CacheSize,L3CacheSize,CacheLineLength,BlockSize,NumRuns
2025-05-01 01:20:03,MS-Seq,4096,,148349,1,12,32768,262144,12582912,64,,1
2025-05-01 01:20:03,MS-Par,4096,,161804,0.9168438357518973,12,32768,262144,12582912,64,,1
2025-05-01 01:20:03,MS-PMerge,4096,,147589,1.005149435256015,12,32768,262144,12582912,64,,1
2025-05-01 01:20:03,MS-CacheAware,4096,,176747,0.8393296633040448,12,32768,262144,12582912,64,,1
2025-05-01 01:20:05,MS-Seq,8192,,282764,1,12,32768,262144,12582912,64,,1
2025-05-01 01:20:05,MS-Par,8192,,244765,1.1552468694462035,12,32768,262144,12582912,64,,1
2025-05-01 01:20:05,MS-PMerge,8192,,341897,0.8270444022614998,12,32768,262144,12582912,64,,1
2025-05-01 01:20:05,MS-CacheAware,8192,,270095,1.0469057183583554,12,32768,262144,12582912,64,,1
2025-05-01 01:20:08,MS-Seq,12288,,473893,1,12,32768,262144,12582912,64,,1
2025-05-01 01:20:08,MS-Par,12288,,304230,1.5576800447030208,12,32768,262144,12582912,64,,1
2025-05-01 01:20:08,MS-PMerge,12288,,348453,1.3599911609313164,12,32768,262144,12582912,64,,1
2025-05-01 01:20:08,MS-CacheAware,12288,,691501,0.6853106503099778,12,32768,262144,12582912,64,,1
2025-05-01 01:20:13,MS-Seq,16384,,614672,1,12,32768,262144,12582912,64,,1
2025-05-01 01:20:13,MS-Par,16384,,372926,1.6482412060301508,12,32768,262144,12582912,64,,1
2025-05-01 01:20:13,MS-PMerge,16384,,364566,1.686037644761168,12,32768,262144,12582912,64,,1
2025-05-01 01:20:14,MS-CacheAware,16384,,888653,0.6916895571162197,12,32768,262144,12582912,64,,1
2025-05-01 01:20:26,MS-Seq,24576,,988639,1,12,32768,262144,12582912,64,,1
2025-05-01 01:20:26,MS-Par,24576,,635961,1.5545591632191282,12,32768,262144,12582912,64,,1
2025-05-01 01:20:26,MS-PMerge,24576,,2373140,0.4165953125395046,12,32768,262144,12582912,64,,1
2025-05-01 01:20:26,MS-CacheAware,24576,,1388043,0.7122538710976534,12,32768,262144,12582912,64,,1
2025-05-01 01:20:53,MS-Seq,32768,,3160364,1,12,32768,262144,12582912,64,,1
2025-05-01 01:20:53,MS-Par,32768,,715840,4.414902771569066,12,32768,262144,12582912,64,,1
2025-05-01 01:20:53,MS-PMerge,32768,,980218,3.22414401694317,12,32768,262144,12582912,64,,1
2025-05-01 01:20:53,MS-CacheAware,32768,,1810520,1.7455559728696728,12,32768,262144,12582912,64,,1
2025-05-01 01:21:58,MS-Seq,49152,,3922877,1,12,32768,262144,12582912,64,,1
2025-05-01 01:21:58,MS-Par,49152,,885290,4.4311773543132755,12,32768,262144,12582912,64,,1
2025-05-01 01:21:58,MS-PMerge,49152,,1768556,2.218124277659288,12,32768,262144,12582912,64,,1
2025-05-01 01:21:58,MS-CacheAware,49152,,3060912,1.2816039794675573,12,32768,262144,12582912,64,,1
2025-05-01 01:24:19,MS-Seq,65536,,4272091,1,12,32768,262144,12582912,64,,1
2025-05-01 01:24:19,MS-Par,65536,,2615327,1.6334825434830902,12,32768,262144,12582912,64,,1
2025-05-01 01:24:19,MS-PMerge,65536,,3398170,1.257174008363325,12,32768,262144,12582912,64,,1
2025-05-01 01:24:19,MS-CacheAware,65536,,6856662,0.6230569627028428,12,32768,262144,12582912,64,,1
2025-05-01 01:24:20,MS-Seq,4096,,137920,1,12,32768,262144,12582912,64,,1
2025-05-01 01:24:20,MS-Par,4096,,146661,0.9403999699988409,12,32768,262144,12582912,64,,1
2025-05-01 01:24:20,MS-PMerge,4096,,152094,0.9068076321222402,12,32768,262144,12582912,64,,1
2025-05-01 01:24:21,MS-CacheAware,4096,,146755,0.9397976218868181,12,32768,262144,12582912,64,,1
2025-05-01 01:24:24,MS-Seq,8192,,295002,1,12,32768,262144,12582912,64,,1
2025-05-01 01:24:24,MS-Par,8192,,218705,1.3488580507990215,12,32768,262144,12582912,64,,1
2025-05-01 01:24:24,MS-PMerge,8192,,231990,1.271615155825682,12,32768,262144,12582912,64,,1
2025-05-01 01:24:24,MS-CacheAware,8192,,235997,1.2500243647165006,12,32768,262144,12582912,64,,1
2025-05-01 01:24:29,MS-Seq,12288,,1294179,1,12,32768,262144,12582912,64,,1
2025-05-01 01:24:29,MS-Par,12288,,160763,8.050229219409939,12,32768,262144,12582912,64,,1
2025-05-01 01:24:29,MS-PMerge,12288,,217876,5.939979621436046,12,32768,262144,12582912,64,,1
2025-05-01 01:24:29,MS-CacheAware,12288,,544180,2.3782186041383366,12,32768,262144,12582912,64,,1
2025-05-01 01:24:38,MS-Seq,16384,,1107010,1,12,32768,262144,12582912,64,,1
2025-05-01 01:24:38,MS-Par,16384,,473245,2.3391900601168527,12,32768,262144,12582912,64,,1
2025-05-01 01:24:38,MS-PMerge,16384,,1192453,0.9283468614695926,12,32768,262144,12582912,64,,1
