Date,Algorithm,ArraySizeA,ArraySizeB,AvgTime,Speedup,MinSpeedup,MaxSpeedup,MaxCPUs,L1CacheSize,L2CacheSize,L3CacheSize,CacheLineLength,BlockSize,NumRuns
2025-04-22 18:23:21,MM-CacheAware,1024,2000,2135196528,2.9938214408711326,3.014759777906372,2.9671796319301236,32,32768,1048576,33554432,64,1MB,50
2025-04-22 18:25:08,MM-CacheAware,1024,2000,2126992202,3.005369337973718,3.0262481106060943,2.944383555460343,32,32768,1048576,33554432,64,2MB,50
2025-04-22 18:26:52,MM-CacheAware,1024,2000,2078594050,3.0753466007467885,3.099025829008202,3.0396136364230744,32,32768,1048576,33554432,64,4MB,50
2025-04-22 18:28:36,MM-CacheAware,1024,2000,2078988348,3.0747633348448185,3.113040240363202,3.0467534864381185,32,32768,1048576,33554432,64,8MB,50
2025-04-22 18:30:20,MM-CacheAware,1024,2000,2079613932,3.073838392615654,3.094646959366644,3.0522305066287587,32,32768,1048576,33554432,64,16MB,50
2025-04-22 18:32:07,MM-CacheAware,1024,2000,2152329472,2.9699900638632335,3.092312339939725,1.8607961611062922,32,32768,1048576,33554432,64,32MB,50
2025-04-22 18:33:51,MM-CacheAware,1024,2000,2077829970,3.0764774973382445,3.100518284039594,3.029888163215509,32,32768,1048576,33554432,64,64MB,50
2025-04-22 18:33:51,MS-Seq,1024,,0,1,32,32768,1048576,33554432,64,,50
2025-04-22 18:33:51,MS-Par,1024,,39970,2.022366775081311,32,32768,1048576,33554432,64,,50
2025-04-22 18:33:53,MS-PMerge,1024,,723320,0.11175413371675054,32,32768,1048576,33554432,64,,50
2025-04-22 19:01:22,FunnelSort,1024,,31800,1.6219496855345912,+Inf,0.032438993710691824,32,32768,1048576,33554432,64,32KB,50
2025-04-22 19:01:22,FunnelSort,1024,,20094,2.5668358714043995,+Inf,0.051336717428087986,32,32768,1048576,33554432,64,64KB,50
2025-04-22 19:01:22,FunnelSort,1024,,19982,2.581223100790712,+Inf,0.051624462015814235,32,32768,1048576,33554432,64,128KB,50
2025-04-22 19:01:22,FunnelSort,1024,,20016,2.5768385291766585,+Inf,0.051536770583533176,32,32768,1048576,33554432,64,256KB,50
2025-04-22 19:01:22,FunnelSort,1024,,20022,2.5760663270402557,+Inf,0.051521326540805115,32,32768,1048576,33554432,64,512KB,50
2025-04-22 19:01:22,FunnelSort,1024,,19968,2.5830328525641026,+Inf,0.051660657051282054,32,32768,1048576,33554432,64,1MB,50
2025-04-22 19:01:22,FunnelSort,1024,,20024,2.575809029165002,+Inf,0.05151618058330004,32,32768,1048576,33554432,64,2MB,50
2025-04-22 19:01:22,FunnelSort,1024,,30854,1.6716795229143708,+Inf,0.03343359045828742,32,32768,1048576,33554432,64,4MB,50
2025-04-22 19:01:22,FunnelSort,1024,,20096,2.566580414012739,+Inf,0.05133160828025478,32,32768,1048576,33554432,64,8MB,50
2025-04-22 19:01:22,FunnelSort,1024,,39970,1.29041781336002,+Inf,0.05159347804341302,32,32768,1048576,33554432,64,16MB,50
2025-04-22 19:01:22,FunnelSort,1024,,0,+Inf,+Inf,+Inf,32,32768,1048576,33554432,64,32MB,50
2025-04-22 19:01:22,FunnelSort,1024,,30060,1.71583499667332,+Inf,0.0343166999334664,32,32768,1048576,33554432,64,64MB,50
2025-04-22 19:02:12,FunnelSort,1048576,,17969354,5.245630087759415,5.5341927150607075,4.852339877894346,32,32768,1048576,33554432,64,32KB,50
2025-04-22 19:02:13,FunnelSort,1048576,,18129212,5.1993756816347005,5.540731353197392,4.642989700369919,32,32768,1048576,33554432,64,64KB,50
2025-04-22 19:02:14,FunnelSort,1048576,,18171690,5.187221661826721,5.634460736552038,4.820009306559078,32,32768,1048576,33554432,64,128KB,50
2025-04-22 19:02:15,FunnelSort,1048576,,17958718,5.248736797359366,5.69880921864042,4.915985668316444,32,32768,1048576,33554432,64,256KB,50
2025-04-22 19:02:16,FunnelSort,1048576,,18072292,5.215751494055098,5.563558152574886,4.822598641126391,32,32768,1048576,33554432,64,512KB,50
2025-04-22 19:02:17,FunnelSort,1048576,,17925786,5.258379409416134,5.698878127229417,4.807300360060792,32,32768,1048576,33554432,64,1MB,50
2025-04-22 19:02:18,FunnelSort,1048576,,17995678,5.237956802738969,5.656947451808819,4.820329740012682,32,32768,1048576,33554432,64,2MB,50
2025-04-22 19:02:19,FunnelSort,1048576,,18041438,5.224671337173899,5.683724004027906,4.865815816642577,32,32768,1048576,33554432,64,4MB,50
2025-04-22 19:02:20,FunnelSort,1048576,,17974932,5.244002258256109,5.672436797795069,4.816610406798195,32,32768,1048576,33554432,64,8MB,50
2025-04-22 19:02:21,FunnelSort,1048576,,17956692,5.249328996677116,5.660752360133561,4.916088224096297,32,32768,1048576,33554432,64,16MB,50
2025-04-22 19:02:22,FunnelSort,1048576,,17939886,5.2542465431497165,5.720667589153497,4.9019248750604545,32,32768,1048576,33554432,64,32MB,50
2025-04-22 19:02:22,FunnelSort,1048576,,18054636,5.220852084749867,5.533737862367763,4.9173192272980994,32,32768,1048576,33554432,64,64MB,50
